GENENAME,UniprotID,Reviewed,Evidence,Features,Start,End,Descriptions
Zc3h7b,F8VPP8,Unreviewed,protein,Domain,617,639,C3H1-type
Zc3h7b,F8VPP8,Unreviewed,protein,Domain,755,783,C3H1-type
Zc3h7b,F8VPP8,Unreviewed,protein,Domain,887,915,C3H1-type
Zdhhc25,Q810M4,Unreviewed,transcript,Domain,109,159,DHHC-type
Zfat,Q7TS63,Reviewed,protein,Zinc finger,12,35,C2H2-type 1
Zfat,Q7TS63,Reviewed,protein,Zinc finger,116,141,C2H2-type 2; degenerate
Zfat,Q7TS63,Reviewed,protein,Zinc finger,271,293,C2H2-type 3
Zfat,Q7TS63,Reviewed,protein,Zinc finger,299,321,C2H2-type 4
Zfat,Q7TS63,Reviewed,protein,Zinc finger,326,349,C2H2-type 5
Zfat,Q7TS63,Reviewed,protein,Zinc finger,354,377,C2H2-type 6
Zfat,Q7TS63,Reviewed,protein,Zinc finger,404,426,C2H2-type 7
Zfat,Q7TS63,Reviewed,protein,Zinc finger,432,454,C2H2-type 8
Zfat,Q7TS63,Reviewed,protein,Zinc finger,458,481,C2H2-type 9
Zfat,Q7TS63,Reviewed,protein,Zinc finger,737,759,C2H2-type 10
Zfat,Q7TS63,Reviewed,protein,Zinc finger,765,788,C2H2-type 11
Zfat,Q7TS63,Reviewed,protein,Zinc finger,793,817,C2H2-type 12
Zfat,Q7TS63,Reviewed,protein,Zinc finger,825,848,C2H2-type 13
Zfat,Q7TS63,Reviewed,protein,Zinc finger,875,898,C2H2-type 14; degenerate
Zfat,Q7TS63,Reviewed,protein,Zinc finger,904,926,C2H2-type 15
Zfat,Q7TS63,Reviewed,protein,Zinc finger,932,954,C2H2-type 16
Zfat,Q7TS63,Reviewed,protein,Zinc finger,961,983,C2H2-type 17
Zfat,Q7TS63,Reviewed,protein,Zinc finger,989,1012,C2H2-type 18
Zfat,Q7TS63,Reviewed,protein,Zinc finger,1036,1059,C2H2-type 19
Zfp641,Q8BZ34,Reviewed,transcript,Domain,95,167,KRAB
Zfp641,Q8BZ34,Reviewed,transcript,Region,157,251,Transactivation
Zfp641,Q8BZ34,Reviewed,transcript,Zinc finger,250,272,C2H2-type 1
Zfp641,Q8BZ34,Reviewed,transcript,Zinc finger,278,300,C2H2-type 2
Zfp641,Q8BZ34,Reviewed,transcript,Zinc finger,306,328,C2H2-type 3
Zfp641,Q8BZ34,Reviewed,transcript,Zinc finger,356,378,C2H2-type 4
Zfp641,Q8BZ34,Reviewed,transcript,Zinc finger,384,406,C2H2-type 5
Zfp647,Q7TNU6,Reviewed,transcript,Domain,17,88,KRAB
Zfp647,Q7TNU6,Reviewed,transcript,Zinc finger,174,196,C2H2-type 1
Zfp647,Q7TNU6,Reviewed,transcript,Zinc finger,202,224,C2H2-type 2
Zfp647,Q7TNU6,Reviewed,transcript,Zinc finger,230,252,C2H2-type 3
Zfp647,Q7TNU6,Reviewed,transcript,Zinc finger,258,280,C2H2-type 4
Zfp647,Q7TNU6,Reviewed,transcript,Zinc finger,286,308,C2H2-type 5
Zfp647,Q7TNU6,Reviewed,transcript,Zinc finger,314,336,C2H2-type 6
Zfp647,Q7TNU6,Reviewed,transcript,Zinc finger,342,364,C2H2-type 7
Zfp647,Q7TNU6,Reviewed,transcript,Zinc finger,370,392,C2H2-type 8
Zfp647,Q7TNU6,Reviewed,transcript,Zinc finger,398,420,C2H2-type 9
Zfp647,Q7TNU6,Reviewed,transcript,Zinc finger,426,448,C2H2-type 10
Zfp647,Q7TNU6,Reviewed,transcript,Zinc finger,454,476,C2H2-type 11
Zfp647,Q7TNU6,Reviewed,transcript,Zinc finger,482,504,C2H2-type 12
Zfp647,Q7TNU6,Reviewed,transcript,Zinc finger,510,532,C2H2-type 13
Zfp710,Q3U288,Reviewed,transcript,Compositional bias,115,121,Poly-Glu
Zfp710,Q3U288,Reviewed,transcript,Compositional bias,176,233,Pro-rich
Zfp710,Q3U288,Reviewed,transcript,Zinc finger,297,319,C2H2-type 1
Zfp710,Q3U288,Reviewed,transcript,Zinc finger,325,347,C2H2-type 2
Zfp710,Q3U288,Reviewed,transcript,Zinc finger,353,375,C2H2-type 3
Zfp710,Q3U288,Reviewed,transcript,Zinc finger,381,403,C2H2-type 4
Zfp710,Q3U288,Reviewed,transcript,Zinc finger,409,431,C2H2-type 5
Zfp710,Q3U288,Reviewed,transcript,Zinc finger,437,459,C2H2-type 6
Zfp710,Q3U288,Reviewed,transcript,Zinc finger,465,487,C2H2-type 7
Zfp710,Q3U288,Reviewed,transcript,Zinc finger,493,515,C2H2-type 8
Zfp710,Q3U288,Reviewed,transcript,Zinc finger,521,543,C2H2-type 9
Zfp710,Q3U288,Reviewed,transcript,Zinc finger,549,571,C2H2-type 10
Zfp710,Q3U288,Reviewed,transcript,Zinc finger,577,600,C2H2-type 11
Zhx1,P70121,Reviewed,protein,Region,272,564,Required for interaction with NFYA
Zhx1,P70121,Reviewed,protein,Region,272,432,Required for dimerization
Zhx1,P70121,Reviewed,protein,Region,734,768,Required for nuclear localization
Zhx1,P70121,Reviewed,protein,Region,831,873,Required for repressor activity
Zhx1,P70121,Reviewed,protein,Zinc finger,70,93,C2H2-type 1
Zhx1,P70121,Reviewed,protein,Zinc finger,102,125,C2H2-type 2
Zhx1,Q5DTL2,Unreviewed,transcript,Domain,135,163,C2H2-type
Zhx1,Q5DTL2,Unreviewed,transcript,Domain,332,375,Homeobox DNA-binding
Zhx1,Q5DTL2,Unreviewed,transcript,Domain,501,555,Homeobox DNA-binding
Zhx1,Q5DTL2,Unreviewed,transcript,Domain,609,659,Homeobox DNA-binding
Zhx1,Q5DTL2,Unreviewed,transcript,Domain,701,751,Homeobox DNA-binding
Zhx2,Q8C0C0,Reviewed,protein,Region,195,358,Required for homodimerization
Zhx2,Q8C0C0,Reviewed,protein,Region,263,497,Required for interaction with NFYA
Zhx2,Q8C0C0,Reviewed,protein,Region,263,446,Required for repressor activity
Zhx2,Q8C0C0,Reviewed,protein,Region,317,446,Required for nuclear localization
Zhx2,Q8C0C0,Reviewed,protein,Zinc finger,78,101,C2H2-type 1
Zhx2,Q8C0C0,Reviewed,protein,Zinc finger,110,133,C2H2-type 2
Zscan2,Q07230,Reviewed,protein,Domain,69,127,SCAN box
Zscan2,Q07230,Reviewed,protein,Zinc finger,222,244,C2H2-type 1
Zscan2,Q07230,Reviewed,protein,Zinc finger,250,272,C2H2-type 2
Zscan2,Q07230,Reviewed,protein,Zinc finger,278,300,C2H2-type 3
Zscan2,Q07230,Reviewed,protein,Zinc finger,306,328,C2H2-type 4
Zscan2,Q07230,Reviewed,protein,Zinc finger,334,356,C2H2-type 5
Zscan2,Q07230,Reviewed,protein,Zinc finger,362,384,C2H2-type 6
Zscan2,Q07230,Reviewed,protein,Zinc finger,390,412,C2H2-type 7
Zscan2,Q07230,Reviewed,protein,Zinc finger,418,440,C2H2-type 8
Zscan2,Q07230,Reviewed,protein,Zinc finger,446,468,C2H2-type 9
Zscan2,Q07230,Reviewed,protein,Zinc finger,474,496,C2H2-type 10
Zscan2,Q07230,Reviewed,protein,Zinc finger,502,524,C2H2-type 11
Zscan2,Q07230,Reviewed,protein,Zinc finger,530,552,C2H2-type 12
Zscan2,Q07230,Reviewed,protein,Zinc finger,558,580,C2H2-type 13
Zscan2,Q07230,Reviewed,protein,Zinc finger,586,608,C2H2-type 14
